Hotel_id,Name,Latitude,Longitude,Air conditioning,Housekeeping,Private balcony,Private bathrooms,VIP room facilities,Complimentary toiletries,Room service,Telephone,Minibar,Flatscreen TV,Wifi,Pool,Bar / lounge,Poolside bar,Free parking,Breakfast,Restaurant,Airport transportation,Car hire,Taxi service,Banquet room,Meeting rooms,Conference facilities,Spa,Sauna,Currency exchange,24-hour security,Concierge,Baggage storage,Sun terrace,Shops,Butler service,First aid kit,Infirmary,24-hour front desk,Private check-in / check-out,Express check-in / check-out,Dry cleaning,Laundry service,Shoeshine,Ocean view,City view,Landmark view,Pool view,Non-smoking rooms,Smoking rooms available,Suites,Number of reviews,Rating,Price
1730273,Shervani Nehru Place,28.546672821044922,77.24987030029297,1,0,0,0,0,0,1,0,0,1,1,0,1,0,1,0,1,1,1,0,1,1,1,0,0,1,0,1,1,1,0,0,0,0,1,1,1,1,1,1,0,0,0,0,1,0,1,273,4.0,2776.48
1415547,Hotel Hari Piorko,28.64108467102051,77.21408081054688,1,1,0,0,0,1,1,1,0,1,1,0,0,0,0,0,1,1,1,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,1,0,0,1,1,0,0,0,0,0,1,0,1,"2,171",4.0,1172.17
1877803,Hotel Surya International,28.64816856384277,77.18846893310547,1,1,0,0,0,1,1,1,1,1,1,0,0,0,1,0,1,1,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,1,0,1,377,4.0,1771.76
729963,Rockland Hotel C R Park,28.54280090332031,77.24285888671875,1,1,0,0,1,0,1,1,1,1,1,1,0,0,1,0,1,1,0,0,1,1,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,1,0,0,0,0,0,1,0,1,347,4.0,3340.69
648112,On The House,28.563947677612305,77.19831848144531,1,0,0,0,0,1,0,0,0,1,1,0,0,1,1,0,0,1,1,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,292,4.5,2590.96
1142032,Hotel Shelton,28.641027450561523,77.21343231201172,1,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,1,1,0,581,4.0,1524.34
594146,Hotel Rupam,28.64542961120605,77.18489837646484,1,1,0,0,0,0,1,0,0,1,1,0,0,0,0,0,1,1,1,0,0,0,0,0,0,1,0,1,1,1,0,0,0,0,1,1,1,1,1,1,0,0,0,0,1,0,0,404,4.5,1443.93
8677936,Hotel Aman Continental,28.64170837402344,77.21714782714844,1,1,0,0,0,1,1,0,0,1,1,0,1,0,0,0,1,1,1,1,0,0,0,0,0,1,1,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,270,4.0,2216.72
7811005,Hotel Golden Grand,28.64728164672852,77.16582489013672,1,1,0,0,0,0,1,0,0,1,1,0,0,0,1,0,1,1,1,0,1,1,1,0,0,1,0,1,1,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,1,0,1,145,4.0,4213.84
15521533,Colonels Retreat 2,28.57390022277832,77.23593139648438,1,1,0,1,0,1,1,0,0,0,1,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,17,5.0,2799.0
1953067,Crowne Plaza New Delhi Rohini,28.72023963928223,77.1102066040039,1,1,0,0,1,1,1,1,1,1,1,1,1,0,1,0,1,1,1,0,1,1,1,1,1,1,1,1,1,0,1,1,1,0,1,1,0,1,1,1,0,1,0,1,1,1,1,"1,208",4.5,6387.75
678326,Hotel Singh International,28.648780822753906,77.18898010253906,1,1,0,0,0,0,1,1,0,0,1,0,0,0,1,0,1,1,1,1,0,0,0,0,0,1,1,1,1,0,0,0,0,0,1,0,1,1,1,0,0,0,0,0,0,0,1,67,4.0,2981.42
11929533,Anand Bhawan,28.50893211364746,77.1647720336914,1,0,0,0,0,1,1,0,0,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,24,4.5,3057.16
15687810,FabHotel Aries,28.54948425292969,77.12889099121094,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,25,4.5,2518.88
301408,Trimrooms Palm D'or @ New Delhi Railway Station,28.64449882507324,77.21755981445312,1,0,0,0,0,0,1,0,0,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,252,3.5,2037.62
1009502,Hotel Park Residency,28.55647087097168,77.20469665527344,1,0,0,0,0,1,1,1,1,0,1,0,1,0,1,0,1,1,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1,1,1,0,0,0,0,0,1,1,0,92,4.0,1534.66
13964392,Hotel Grand Imperial,28.64580345153809,77.19219970703125,0,1,0,1,0,1,1,1,1,1,1,0,0,0,1,0,1,1,1,1,1,1,1,0,0,1,1,1,1,1,0,0,1,0,1,1,1,1,1,1,0,1,0,0,1,1,1,36,4.0,3507.19
2018311,Classic Diplomat - New Delhi,28.547882080078125,77.12606048583984,1,1,0,1,0,1,1,1,0,1,1,0,1,0,0,0,1,1,1,0,0,1,1,0,0,1,0,1,1,0,0,0,1,0,1,1,1,1,1,1,0,1,0,0,1,1,1,318,3.5,2067.65
3190155,China Town,28.6455192565918,77.18470001220703,1,1,0,0,1,0,1,1,0,0,1,0,0,0,0,0,1,1,1,1,0,1,0,0,0,1,1,0,1,0,1,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,23,3.5,2097.44
3291830,Grace Home,28.523578643798828,77.2041244506836,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,309,5.0,1442.16
2403623,Hotel Comfort Zone,28.540876388549805,77.24006652832031,1,1,1,1,0,1,1,1,1,1,1,0,0,0,1,0,0,1,1,1,1,1,1,0,0,0,1,0,1,0,0,0,1,0,1,0,0,1,1,0,0,1,0,0,1,1,1,43,3.5,2587.45
1807266,Saket Bed and Breakfast,28.52070426940918,77.2054672241211,1,1,0,0,0,1,0,1,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,1,0,1,0,0,0,1,0,0,1,1,1,1,0,0,0,0,0,1,0,0,419,5.0,2173.0
2200676,Hotel Regent Intercontinental,28.64846229553223,77.18830871582031,1,0,0,0,0,1,1,1,1,0,1,0,0,0,1,0,1,1,1,1,1,1,1,0,0,1,1,1,1,0,0,0,0,0,1,0,1,1,1,0,0,0,0,0,1,1,1,59,3.5,1297.52
301472,The Imperial Hotel,28.62554931640625,77.21826171875,1,1,0,0,0,0,1,0,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,0,1,0,0,1,1,1,0,0,0,0,1,1,1,"3,824",4.5,18054.0
7246943,Madpackers Delhi,28.5427188873291,77.21407318115234,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,432,4.5,1592.64
4173057,bloomrooms @ New Delhi Railway Station,28.64556312561035,77.2176742553711,1,1,0,0,0,1,0,1,0,1,1,0,0,0,0,0,1,1,1,1,0,0,0,0,0,1,1,0,1,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,1,0,0,"1,762",4.5,2658.27
8766678,WelcomHeritage Haveli Dharampura,28.65326499938965,77.23231506347656,1,1,0,0,0,1,1,1,1,1,1,0,1,0,0,0,1,1,1,1,0,0,0,0,0,0,1,1,1,1,0,0,0,0,1,0,0,1,1,1,0,0,0,0,1,0,1,395,4.5,13927.96
2138333,Fortune Park Boulevard,28.4483585357666,77.1841812133789,1,0,0,0,0,0,1,0,0,1,1,0,0,0,1,0,1,1,1,0,1,1,1,0,0,1,0,1,1,0,0,0,0,0,1,0,1,1,1,1,0,0,0,0,1,0,0,315,4.5,6150.09
734887,Hotel Sunstar Heritage,28.64520263671875,77.18319702148438,1,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,1,1,0,1,0,0,1,0,0,1,1,1,1,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,1,0,1,344,4.5,2576.0
940065,Hotel Emperor Palms,28.6458683013916,77.18800354003906,1,0,0,0,0,0,1,0,0,1,1,0,0,0,1,0,1,1,0,1,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,493,4.5,2430.4
3265162,bloomrooms @ Link Road,28.58148765563965,77.23963928222656,1,1,0,0,0,1,0,1,0,1,1,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1,1,1,0,0,0,0,0,1,0,0,"1,189",4.5,3129.41
7159706,Zostel Delhi,28.64560890197754,77.21735382080078,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,990,4.5,1214.32
1845636,Hotel Cosy Grand,28.57511329650879,77.1784896850586,1,1,0,1,0,0,1,1,1,1,1,0,0,0,1,0,1,1,1,0,1,1,1,0,0,1,0,1,1,0,0,0,0,0,1,0,1,1,1,1,0,0,0,0,1,1,0,196,4.5,3614.55
1732300,Red Fox Hotel East Delhi,28.606969833374023,77.33299255371094,1,1,0,0,0,1,1,1,0,1,1,0,0,0,1,0,1,1,1,0,1,1,1,0,1,1,1,0,1,0,0,0,0,0,1,0,1,1,1,0,0,0,0,0,1,0,0,749,4.0,2816.4
3383038,Bed and Chai Guest House,28.54846000671387,77.2418441772461,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,239,4.5,1792.0
1404618,Home@F37,28.55530166625977,77.24325561523438,1,0,0,1,0,1,1,0,0,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,1,1,0,0,0,0,0,1,0,0,1,1,1,0,0,0,0,1,0,0,295,4.5,2721.6
2242637,Hotel Kabli,28.579729080200195,77.24964904785156,1,1,0,0,0,1,1,0,0,1,1,0,0,0,1,0,0,1,1,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,314,4.5,1265.0
15065328,Moustache Hostel Delhi,28.56452178955078,77.26786804199219,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,94,5.0,3055.97
633216,The Prime Balaji Deluxe @ New Delhi Railway Station Hotel,28.64529228210449,77.21746826171875,1,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,1,0,0,799,4.0,2333.18
13195735,GG Bed and Breakfast,28.59097099304199,77.25056457519531,1,1,0,0,0,1,1,1,0,1,1,0,0,0,1,0,1,1,0,0,0,1,0,1,0,1,0,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,1,49,5.0,5197.0
651014,Hotel Tara Palace Chandni Chowk,28.65432548522949,77.23448181152344,1,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,1,1,1,1,0,0,0,0,0,1,0,1,1,1,0,0,0,0,0,1,1,0,542,4.0,2690.36
1163205,Ginger New Delhi,28.64448356628418,77.22271728515625,1,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,"1,330",4.0,2384.48
13370039,The Neem,28.54974365234375,77.23268127441406,1,1,1,1,0,1,0,0,1,1,1,0,0,0,1,0,1,1,1,1,0,0,0,0,0,0,1,1,1,0,0,0,1,0,0,1,0,1,1,1,0,0,0,0,1,0,1,63,4.5,3920.0
653128,Hotel Bright,28.633134841918945,77.22282409667969,1,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,1,0,1,1,1,1,0,0,0,0,1,0,0,394,4.0,3224.0
1967002,Ahuja Residency Sunder Nagar,28.60517120361328,77.24072265625,1,1,0,0,0,1,1,1,1,1,1,0,0,0,1,0,1,1,1,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1,1,1,0,0,0,0,0,1,0,0,199,4.0,4977.28
3746407,Hotel All Iz Well,28.641075134277344,77.21401977539062,1,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,1,1,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,1,1,339,4.0,1442.9
1822804,The Visaya,28.54361724853516,77.21099090576172,1,0,0,0,0,0,1,0,0,1,1,0,0,0,1,0,1,1,1,0,0,1,1,0,0,1,1,1,1,1,1,0,0,0,1,0,0,1,1,1,0,0,0,0,1,0,0,547,4.0,5156.32
1637855,Hotel Meridian Plaza,28.548248291015625,77.24114990234375,1,1,0,0,0,0,1,0,0,1,1,0,0,0,1,0,1,0,1,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,1,0,1,1,1,1,0,0,0,0,1,0,0,217,4.0,3448.16
9558795,Check In Room Main Bazar,28.658531188964844,77.04307556152344,1,0,0,0,0,1,1,1,0,0,1,0,0,0,0,0,1,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1,1,1,0,0,0,0,0,1,1,0,119,5.0,2126.88
4510485,Hotel Nirmal Mahal,28.641536712646484,77.21268463134766,1,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,1,1,253,4.5,970.72
3514714,Hotel Eternity,28.52140998840332,77.214599609375,1,1,0,0,0,1,1,1,1,1,1,0,0,0,1,0,1,1,1,1,1,1,0,0,0,1,1,1,1,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,1,0,0,149,4.5,3112.43
1405314,Indee Home,28.546770095825195,77.24336242675781,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,75,4.5,3360.0
1389566,Pals Inn,28.64574813842773,77.17420959472656,1,1,0,0,0,1,1,1,0,0,1,0,0,0,0,0,1,1,1,1,1,1,1,0,0,1,1,1,1,0,0,0,0,0,1,0,1,1,1,0,0,0,0,0,1,0,1,100,4.5,3360.0
4299443,Hotel Toronto,28.64639091491699,77.20893859863281,1,1,0,0,0,1,1,1,0,1,0,0,0,0,1,0,0,1,1,1,0,0,0,0,0,1,1,1,1,0,1,0,0,0,1,0,1,1,1,0,0,0,0,0,1,0,0,346,4.0,1421.68
7927092,Hotel Gold Souk,28.65732002258301,77.19203186035156,1,1,0,0,0,1,1,1,0,0,1,0,0,0,1,0,1,0,1,1,1,0,0,0,1,1,1,1,1,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,1,1,0,106,4.5,2524.76
1385786,Hotel La Suite,28.642391204833984,77.17439270019531,1,0,0,0,0,0,1,0,0,1,1,0,0,0,1,0,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,1,379,4.0,3500.0
12669816,LetsBunk Poshtel,28.55258369445801,77.19448852539062,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,84,4.5,2800.0
1577259,Treebo Trend Citi International,28.64574432373047,77.19309997558594,1,1,0,0,0,0,1,0,0,1,1,0,0,0,1,0,1,1,1,1,0,1,0,0,1,1,1,0,1,0,0,0,0,0,1,0,0,1,1,1,0,0,0,0,1,1,0,160,4.0,2340.08
645168,The Stay Inn,28.50800323486328,77.20954895019531,1,0,0,0,0,1,1,1,0,0,1,0,0,0,0,0,1,1,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,60,4.5,3920.0
10361331,"Ameya Suites, New Delhi",28.540178298950195,77.29330444335938,1,0,0,0,0,0,1,0,1,0,1,0,1,0,1,0,1,1,0,0,1,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,1,1,73,4.5,4592.0
1532620,Almondz Hotel,28.64393615722656,77.17243194580078,1,0,0,0,0,1,1,0,0,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,1,307,3.5,2241.76
3669313,Hotel Regent Grand,28.643104553222656,77.1729965209961,1,0,0,0,0,1,1,1,1,1,1,0,0,0,1,0,1,1,1,1,1,1,1,0,0,1,1,1,1,0,0,0,0,0,1,0,1,1,1,0,0,0,0,0,1,1,0,239,4.0,3568.72
12124298,Hotel Shanti Plaza,28.64531517028809,77.2152328491211,1,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,84,4.5,1499.4
1421721,Hotel Aura,28.64602851867676,77.21468353271484,1,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,1,515,3.5,2016.32
1405664,FabHotel Cabana GK1,28.54792785644531,77.23960876464844,1,0,0,0,1,0,1,0,0,1,1,0,0,0,1,0,0,0,1,0,1,1,1,0,0,1,0,0,1,0,0,0,0,0,1,0,1,1,1,1,0,0,0,0,1,0,0,160,4.0,2374.15
1106551,Hotel Parkway Deluxe,28.64696311950684,77.21782684326172,1,0,0,0,0,0,1,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,139,4.0,960.93
2202187,Hotel Diplomat Residency,28.56599998474121,77.23027038574219,1,1,0,0,0,1,0,1,1,0,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,1,1,1,1,0,0,0,0,0,1,0,1,1,1,0,0,0,0,0,1,1,0,64,4.0,3077.67
3383035,Hotel Aman International,28.641401290893555,77.21592712402344,1,0,0,0,0,0,1,0,0,1,1,0,0,0,1,0,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,1,0,149,4.0,2689.27
1380935,Hotel Unistar,28.65302848815918,77.1920166015625,1,1,0,1,0,1,1,1,1,1,1,0,0,0,1,0,1,1,0,0,1,1,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,1,1,1,93,4.0,1149.0
3489790,The Allure - A Boutique Hotel,28.54837989807129,77.24183654785156,1,1,0,0,0,0,1,0,1,1,1,0,0,0,1,0,1,1,1,0,1,1,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,1,0,0,152,4.0,4928.0
1142142,Hotel Sita International,28.645397186279297,77.21233367919922,1,1,0,0,0,1,1,1,0,1,1,0,0,0,1,0,0,1,1,1,0,0,0,0,0,1,1,1,1,0,0,0,0,0,1,0,1,1,1,0,0,0,0,0,1,0,0,153,4.0,1680.0
2514395,Hotel Ivory 32,28.548200607299805,77.23855590820312,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,101,4.0,3080.0
19141490,Tobo Stays,28.54677963256836,77.24337005615234,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,5.0,890.0
